No.;Kode Item;Nama Item;Jenis;Stok;Satuan;Qty / Paket;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3
1311;MAP-072;Map Snel Seagul AF350 Orange;ATK;0;Pak;12;Bh;86496;118000;0;0
1312;MAP-073;Map Snel Seagul AF350 Hitam;ATK;0;Bh;1;Bh;7208;11000;12500;0
1313;MAP-073;Map Snel Seagul AF350 Hitam;ATK;0;Pak;12;Bh;86496;118000;0;0
1314;MAP-074;Map Snel Biasa Sakato W/C;ATK;-33;Bks;1;Bks;37500;51000;56500;0
1315;MAP-075;Map Batik Kain;ATK;0;Bh;1;Bh;13000;18000;20000;0
1316;MAP-075;Map Batik Kain;ATK;0;Pak;12;Bh;156000;194500;0;0
1317;MAP-077;Map Clear Holder Bantex 3185 40 W/C;ATK;-34;Pcs;1;Pcs;55000;74500;9000;0
1318;MAP-078;Map Gantung Lihit 69;ATK;-46;Pak;1;Pak;175000;236500;261000;0
1319;MAP-079;Map L Daichi F4 Bening;ATK;660;Bh;1;Bh;2500;4000;4500;0
1320;MAP-079;Map L Daichi F4 Bening;ATK;55;Pak;12;Bh;30000;43500;0;0
1321;MAP-080;Map L Daichi A4 Bening;ATK;237;Bh;1;Bh;2500;3500;4000;0
1322;MAP-080;Map L Daichi A4 Bening;ATK;19,75;Pak;12;Bh;30000;38000;0;0
1323;MATERAI-001;MATERAI 3000;ATK;0;PCS;1;PCS;0;0;0;0
1324;MATERAI-002;MATERAI 6000;ATK;0;PCS;1;PCS;0;0;0;0
1325;MATERAI-003;Materai 10000;ATK;0;PCS;1;PCS;0;0;0;0
1326;MEMO-002;Memo Desk micro dot / Micro top;ATK;14;Bh;1;Bh;28000;38000;42000;0
1327;MEMO-003;Memo Desk Kenko K-238;ATK;12;Bh;1;Bh;28500;39000;43000;0
1328;MI-001;Mata Itik  V-22 (Gerigi);ATK;0;Bks;1;Bks;75000;102500;113000;0
1329;MI-002;Mata Itik MA - 201 Kecil Sophing Bag;ATK;0;Bks;1;Bks;49000;66500;73500;0
1330;MI-003;Mata Ayam Single;ATK;-20;Bks;1;Bks;75036;102000;112500;0
1331;MIKA-001;Mika Jilid 0,10 Warna Putih Bening ASAHI;ATK;16;Pak;1;Pak;45000;61000;67500;0
1332;MIKA-002;Mika Jilid 0,10 Warna Merah ASAHI;ATK;0;Pak;1;Pak;50000;67500;74500;0
1333;MIKA-003;Mika Jilid 0,10 Warna Kuning ASAHI;ATK;0;Pak;1;Pak;49000;66500;73500;0
1334;MIKA-004;Mika Jilid 0,10 Warna Hj Tua ASAHI;ATK;2;Pak;1;Pak;49000;66500;73500;0
1335;MIKA-005;Mika Jilid 0,10 Warna Biru Muda ASAHI;ATK;5;Pak;1;Pak;50000;67500;74500;0
1336;MIKA-006;Mika Jilid 0,10 Warna Biru Tua ASAHI;ATK;6;Pak;1;Pak;50000;67500;74500;0
1337;MIKA-007;Mika Jilid 0,10 Warna Pink ASAHI;ATK;0;Pak;1;Pak;43000;61000;67500;0
1338;MIKA-008;Mika Jilid 0,10 Warna Ungu ASAHI;ATK;-1;Pak;1;Pak;43000;61000;67500;0
1339;MIKA-009;Mika Jilid 0,10 Warna Orange ASAHI;ATK;6;Pak;1;Pak;48500;67500;74500;0
1340;MIKA-010;Mika Jilid 0,10 A4 Warna Putih Bening ASAHI;ATK;2;Pak;1;Pak;39000;53000;58500;0
1341;MIKA-011;Mika Jilid 0,10 A4 Warna Kuning ASAHI;ATK;5;Pak;1;Pak;50000;67500;74500;0
1342;MIKA-012;Mika Jilid 0,10 A4 Warna Hijau ASAHI;ATK;4;Pak;1;Pak;50000;67500;74500;0
1343;ML-001;Mesin Label Harga 2 brs Joyko 6600A 10 Digit;ATK;0;Bh;1;Bh;75000;101500;112000;0
1344;ML-002;Mesin Label Harga 1 brs Joyko MX-5500M 8 Digit;ATK;0;Bh;1;Bh;35000;47500;52500;0
1345;ML-003;Mesin Label Harga 2 brs Joyko 5500M Angka;ATK;0;Bh;1;Bh;67500;91500;101000;0
1346;ML-004;Mesin Label Harga 2 brs Joyko 6600N  10 Digit;ATK;0;Bh;1;Bh;72000;97500;107500;0
1347;ML-005;Mesin Label Harga 1 brs Motex 5500;ATK;0;Bh;1;Bh;32000;45000;49500;0
1348;ML-006;Mesin Laminating A3 V-TECH VT330;ATK;0;Bh;1;Bh;685000;925000;1017500;0
1349;MOUSE-001;Mouse Wireless Logitech M187;ATK;4;Bh;1;Bh;185000;250000;275000;0
1350;MOUSE-002;Mouse Logitech USB;ATK;3;Bh;1;Bh;53025;72000;79500;0
1351;MOUSE-003;Mouse Wireless Logitech M170;ATK;2;Bh;1;Bh;125000;169000;186000;0
1352;MOUSE-004;Alas Mouse Pad;Sparepart Fc;3;Bh;1;Bh;10000;13500;15000;0
1353;Map-076;Map Biola 5002 cream;ATK;0;Pak;1;Pak;62000;84000;92500;0
1354;NCR-001;Kertas NCR Midle Merah (MC);Kertas;161;Rim;1;Rim;66500;68500;76000;67500
1355;NCR-002;Kertas NCR Midle Kuning (MC);Kertas;129;Rim;1;Rim;66500;68500;76000;67500
1356;NCR-003;Kertas NCR Midle Hijau (MC);Kertas;88;Rim;1;Rim;63500;68500;76000;67500
1357;NCR-004;Kertas NCR Midle Biru (MC);Kertas;27;Rim;1;Rim;66500;68500;76000;67500
1358;NCR-005;Kertas NCR Midle Putih (MC);Kertas;20;Rim;1;Rim;62500;76000;67500;0
1359;NCR-006;Kertas NCR Bottom  Merah (MC);Kertas;104;Rim;1;Rim;62500;64500;71500;63500
1360;NCR-007;Kertas NCR Bottom Kuning (MC);Kertas;61;Rim;1;Rim;62500;64500;71500;63500
1361;NCR-008;Kertas NCR Bottom Hijau (MC);Kertas;101;Rim;1;Rim;62500;64500;71500;63500
1362;NCR-009;Kertas NCR Bottom Biru (MC);Kertas;50;Rim;1;Rim;60500;64500;71500;63500
1363;NCR-010;Kertas NCR Bottom Putih (MC);Kertas;66;Rim;1;Rim;59800;63000;69500;61500
1364;NCR-011;kertas NCR DF top Putih;Kertas;10;Rim;1;Rim;131000;129500;142500;128000
1365;NCR-012;kertas NCR DF Bottom Merah;Kertas;19;Rim;1;Rim;119000;121500;134000;0
1366;NCR-013;Kertas NCR DF Bottom Kuning;Kertas;2;Rim;1;Rim;119600;121500;134000;0
1367;NCR-014;Kertas NCR DF Midle Kuning;Kertas;13;Rim;1;Rim;133000;131500;145000;130000
1368;NCR-015;Kertas NCR DF Bottom Biru;Kertas;31;Rim;1;Rim;118000;121500;134000;0
1369;NCR-016;Kertas NCR DF Bottom Hijau;Kertas;5;Rim;1;Rim;119000;121500;134000;0
1370;NCR-017;Kertas NCR DF Midle Merah;Kertas;4;Rim;1;Rim;129000;131500;145000;130000
1371;NCR-018;Kertas NCR Top Merah Folio;Kertas;-1;Rim;1;Rim;63800;66500;73500;0
1372;NCR-019;Kertas NCR Top Kuning Folio;Kertas;5;Rim;1;Rim;63800;66500;73500;0
1373;NCR-020;Kertas NCR Top Hijau Folio;Kertas;2;Rim;1;Rim;63800;66500;73500;0
1374;NCR-021;Kertas NCR Top Biru Folio;Kertas;4;Rim;1;Rim;63800;66500;73500;0
1375;NCR-022;Kertas NCR DF Midle Biru;Kertas;15;Rim;1;Rim;127000;131500;145000;130000
1376;NCR-023;Kertas NCR DF Midle Hijau;Kertas;15;Rim;1;Rim;129000;131500;145000;130000
1377;NCR.TOP;Kertas NCR TOP putih (MC);Kertas;166;Rim;1;Rim;65500;67500;67500;66500
1378;NOTEBOOK-001;Note Book PPL A5 isi 50;ATK;56;Bk;1;Bk;3351;5500;6500;0
1379;NOTEBOOK-001;Note Book PPL A5 isi 50;ATK;11,2;Pak;5;Bk;16755;25000;0;0
1380;NOTEBOOK-002;Note Book PPL A5 isi 20;ATK;0;Bk;1;Bk;1750;2500;3000;0
1381;NOTEBOOK-002;Note Book PPL A5 isi 20;ATK;0;Pak;5;Bk;8750;11500;0;0
1382;NOTEBOOK-003;Note Book PPL A4 isi 50;ATK;-175;Bk;1;Bk;5500;7500;8500;0
1383;NOTEBOOK-003;Note Book PPL A4 isi 50;ATK;-35;Pak;5;Bk;27500;34000;0;0
1384;NOTEBOOK-004;Note Book A4 Biasa Isi 20;ATK;0;Bk;1;Bk;3000;4500;5000;0
1385;NOTEBOOK-004;Note Book A4 Biasa Isi 20;ATK;0;Pak;25;Bk;75000;101500;0;0
1386;O-001;Kertas Origami Kecil 10x10;ATK;19;Pak;1;Pak;8000;11000;12500;0
1387;O-002;Kertas Origami Besar 20x20;ATK;10;Pak;1;Pak;21000;27000;30000;0
1388;O-003;Origami Tanggung 16x16;ATK;8;Pak;1;Pak;13500;18500;20500;0
1389;ODNER-001;Odner Bantex Trendy 1446;ATK;0;Bh;1;Bh;15000;20500;23000;0
1390;ODNER-002;Odner Bantex A4 1450 Biru Tua;ATK;98;Bh;1;Bh;27666;40500;45000;0
1391;ODNER-002;Odner Bantex A4 1450 Biru Tua;ATK;6,53;Pak;15;Bh;414990;547000;0;0
1392;ODNER-003;Odner Bantex A4 1450 Hitam;ATK;86;Bh;1;Bh;27666;37500;41500;0
1393;ODNER-003;Odner Bantex A4 1450 Hitam;ATK;5,73;Pak;15;Bh;414990;506500;0;0
1394;ODNER-004;Odner Bantex A4 1450 Putih;ATK;56;Bh;1;Bh;27666;37500;41500;0
1395;ODNER-004;Odner Bantex A4 1450 Putih;ATK;3,73;Pak;15;Bh;414990;506500;0;0
1396;ODNER-005;Odner Bantex A4 1450 Merah;ATK;35;Bh;1;Bh;24000;37000;0;0
1397;ODNER-005;Odner Bantex A4 1450 Merah;ATK;2,33;Pak;15;Bh;360000;452500;0;0
1398;ODNER-006;Odner Bantex A4 1450 kuning;ATK;48;Bh;1;Bh;24000;33500;37000;0
1399;ODNER-006;Odner Bantex A4 1450 kuning;ATK;3,2;Pak;15;Bh;360000;452500;0;0
1400;ODNER-007;Odner Bantex A4 1450 Hijau;ATK;12;Bh;1;Bh;24750;33500;37000;0
1401;ODNER-007;Odner Bantex A4 1450 Hijau;ATK;0,8;Pak;15;Bh;371250;452500;0;0
1402;ODNER-008;Odner Bantex A4 1450-64 Mango;ATK;0;Bh;1;Bh;24000;33500;37000;0
1403;ODNER-008;Odner Bantex A4 1450-64 Mango;ATK;0;Pak;15;Bh;360000;452500;0;0
1404;ODNER-009;Odner Bantex A5 1452 Merah / Htm;ATK;79;Bh;1;Bh;25000;35500;40000;0
1405;ODNER-009;Odner Bantex A5 1452 Merah / Htm;ATK;5,27;Pak;15;Bh;375000;479500;0;0
1406;ODNER-010;Odner Bantex Folio 1465 Biru Tua;ATK;170;Bh;1;Bh;29700;40500;45000;0
1407;ODNER-010;Odner Bantex Folio 1465 Biru Tua;ATK;11,33;Pak;15;Bh;445500;547000;0;0
1408;ODNER-011;Odner Bantex Folio 1465 Putih;ATK;195;Bh;1;Bh;28000;38000;42000;0
1409;ODNER-011;Odner Bantex Folio 1465 Putih;ATK;13;Pak;15;Bh;420000;513000;0;0
1410;ODNER-012;Odner Bantex Folio 1465 Kuning;ATK;51;Bh;1;Bh;27333;37000;41000;0
1411;ODNER-012;Odner Bantex Folio 1465 Kuning;ATK;3,4;Pak;15;Bh;409995;499500;0;0
1412;ODNER-013;Odner Bantex Folio 1465 Merah;ATK;31;Bh;1;Bh;26333;36000;40000;0
1413;ODNER-013;Odner Bantex Folio 1465 Merah;ATK;2,07;Pak;15;Bh;394995;486000;0;0
1414;ODNER-014;Odner Bantex Folio 1465 Hitam;ATK;96;Bh;1;Bh;28000;38000;42000;0
1415;ODNER-014;Odner Bantex Folio 1465 Hitam;ATK;6,4;Pak;15;Bh;420000;513000;0;0
1416;ODNER-015;Odner Bantex Folio 1465 Silver;ATK;0;Bh;1;Bh;24000;34000;37500;0
1417;ODNER-015;Odner Bantex Folio 1465 Silver;ATK;0;Pak;15;Bh;360000;459000;0;0
1418;ODNER-016;Odner Bantex Folio 1465 Hijau tua;ATK;36;Bh;1;Bh;26500;36000;40000;0
1419;ODNER-016;Odner Bantex Folio 1465 Hijau tua;ATK;2,4;Pak;15;Bh;397500;486000;0;0
1420;ODNER-017;Odner Bantex Folio 1465 Orange;ATK;0;Bh;1;Bh;24000;34000;37500;0
1421;ODNER-017;Odner Bantex Folio 1465 Orange;ATK;0;Pak;15;Bh;360000;459000;0;0
1422;ODNER-018;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;ATK;21;Bh;1;Bh;27500;37500;41500;0
1423;ODNER-018;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;ATK;1,05;Pak;20;Bh;550000;675000;0;0
1424;ODNER-019;Odner Bantex A3 Lanscape 1468 Biru Tua;ATK;34;Bh;1;Bh;47777;65000;71500;0
1425;ODNER-019;Odner Bantex A3 Lanscape 1468 Biru Tua;ATK;3,78;Pak;9;Bh;429993;526500;0;0
1426;ODNER-020;Odner Bantex 1562 - 01 Map Komputer;ATK;0;Bh;1;Bh;26000;35500;39500;0
1427;ODNER-021;Odner Bantex 8512 - 07 Putih A4 2D 20mm;ATK;14;Bh;1;Bh;21500;29000;32000;0
1428;ODNER-022;Odner Bantex 8542 - 07 Putih A4 2D 40mm;ATK;-4;Bh;1;Bh;27000;36500;40500;0
1429;ODNER-023;Odner Bantex 8552 - 07 Putih A4 2D 52mm;ATK;-19;Bh;1;Bh;28500;38500;42500;0
1430;ODNER-023;Odner Bantex 8552 - 07 Putih A4 2D 52mm;ATK;-1,27;Pak;15;Bh;427500;520000;0;0
1431;ODNER-024;Odner Bantex 8562 - 07 Putih A4 2D 65mm;ATK;23;Bh;1;Bh;45708;62000;68500;0
1432;ODNER-024;Odner Bantex 8562 - 07 Putih A4 2D 65mm;ATK;1,92;Pak;12;Bh;548496;670000;0;0
1433;ODNER-025;Odner Bantex 8642 - 07 Putih A4 3D 40mm;ATK;-1;Bh;1;Bh;20000;27000;30000;0
1434;ODNER-026;Odner Bantex 8662 - 07 Putih A4 3D 65mm;ATK;-11;Bh;1;Bh;50000;67500;74500;0
1435;ODNER-026;Odner Bantex 8662 - 07 Putih A4 3D 65mm;ATK;-0,92;Pak;12;Bh;600000;729000;0;0
1436;ODNER-027;Odner Bantex 1311-07 Putih A4 3D 10cm;ATK;-6;Bh;1;Bh;99167;134000;147500;0
1437;ODNER-027;Odner Bantex 1311-07 Putih A4 3D 10cm;ATK;-0,4;Pak;15;Bh;1487505;1809000;0;0
1438;ODNER-028;Odner Bantex 4205 Biru Tua;ATK;0;Bh;1;Bh;8000;11000;12500;0
1439;ODNER-029;Odner Bantex 8216 Biru Tua;ATK;-1;Bh;1;Bh;19333;26500;29500;0
1440;ODNER-030;Odner Bindex Folio 717 Hitam;ATK;124;Bh;1;Bh;20833;28500;31500;0
1441;ODNER-030;Odner Bindex Folio 717 Hitam;ATK;10,33;Pak;12;Bh;249996;308000;0;0
1442;ODNER-031;Odner Bindex A4 737 Htm / Br;ATK;24;Bh;1;Bh;24000;32500;36000;0
1443;ODNER-031;Odner Bindex A4 737 Htm / Br;ATK;2;Pak;12;Bh;288000;351000;0;0
1444;ODNER-032;Odner Goby 8401 Folio;ATK;0;Bh;1;Bh;12541;17000;19000;0
1445;ODNER-032;Odner Goby 8401 Folio;ATK;0;Pak;12;Bh;150492;184000;0;0
1446;ODNER-033;Odner Goby 8402 Folio;ATK;0;Bh;1;Bh;12541;17000;19000;0
1447;ODNER-033;Odner Goby 8402 Folio;ATK;0;Pak;12;Bh;150492;184000;0;0
1448;ODNER-034;Odner Goby 8403 1/2 Folio;ATK;0;Bh;1;Bh;12541;17000;19000;0
1449;ODNER-034;Odner Goby 8403 1/2 Folio;ATK;0;Pak;12;Bh;150492;184000;0;0
1450;ODNER-035;Odner Gema 1/2 Folio 803;ATK;0;Bh;1;Bh;14375;19500;21500;0
1451;ODNER-035;Odner Gema 1/2 Folio 803;ATK;0;Pak;12;Bh;172500;211000;0;0
1452;ODNER-036;Odner GEMA F4;ATK;158;Bh;1;Bh;14375;19500;21500;0
1453;ODNER-036;Odner GEMA F4;ATK;13,17;Pak;12;Bh;172500;211000;0;0
1454;ODNER-037;Odner Gema A4;ATK;99;Bh;1;Bh;15000;20500;23000;0
1455;ODNER-037;Odner Gema A4;ATK;8,25;Pak;12;Bh;180000;221500;0;0
1456;ODNER-038;Odner Gung Yu 401 Folio;ATK;113;Bh;1;Bh;19583;26500;29500;0
1457;ODNER-038;Odner Gung Yu 401 Folio;ATK;9,42;Pak;12;Bh;234996;286500;0;0
1458;ODNER-039;Odner Gung Yu 402 1/2 Folio;ATK;30;Bh;1;Bh;18333;25000;27500;0
1459;ODNER-039;Odner Gung Yu 402 1/2 Folio;ATK;2,5;Pak;12;Bh;220000;270000;0;0
1460;ODNER-040;Odner Gung Yu 403;ATK;41;Bh;1;Bh;18333;25000;27500;0
1461;ODNER-040;Odner Gung Yu 403;ATK;3,42;Pak;12;Bh;219996;270000;0;0
1462;ODNER-041;Odner Santex Trendy A5 70 mm Hitam;ATK;0;Bh;1;Bh;9000;12500;14000;0
1463;ODNER-041;Odner Santex Trendy A5 70 mm Hitam;ATK;0;Pak;12;Bh;108000;135000;0;0
1464;ODNER-042;Odner Bantex Folio 1465 Ungu (lilac);ATK;77;Bh;1;Bh;28000;38000;42000;0
1465;ODNER-042;Odner Bantex Folio 1465 Ungu (lilac);ATK;5,13;PAK;15;Bh;420000;513000;0;0
1466;ODNER-043;Odner Bindex F4 727 5cm Ht/Br;ATK;24;Pcs;1;Pcs;19583;27000;30000;0
1467;ODNER-043;Odner Bindex F4 727 5cm Ht/Br;ATK;2;Pak;12;Pcs;234996;292000;0;0
1468;ODNER-044;Odner Bindex 777 1/2F4;ATK;29;Pcs;1;Pcs;20625;27000;30000;0
1469;ODNER-044;Odner Bindex 777 1/2F4;ATK;2,42;Pak;12;Pcs;247500;292000;0;0
1470;ODNER-045;Odner Bantex Folio 1465 Lemon;ATK;15;Bh;1;Bh;27500;37500;41500;0
1471;ODNER-045;Odner Bantex Folio 1465 Lemon;ATK;1;Dus;15;Bh;412500;506500;0;0
1472;ODNER-046;Odner GEMA 727 F4 Small;ATK;60;Bh;1;Bh;14375;19500;21500;0
1473;ODNER-046;Odner GEMA 727 F4 Small;ATK;5;Pak;12;Bh;172500;211000;0;0
1474;ODNER-047;Odner Bantex A3 Potrait 1467  Biru Tua;ATK;12;Bh;1;Bh;53333;72000;79500;0
1475;ODNER-047;Odner Bantex A3 Potrait 1467  Biru Tua;ATK;1;Pak;12;Bh;640000;778000;0;0
1476;ODNER-048;Odner Bantex A3 Potrait 1467  Hitam;ATK;12;Bh;1;Bh;53333;72000;79500;0
1477;ODNER-048;Odner Bantex A3 Potrait 1467  Hitam;ATK;1;Pak;12;Bh;640000;778000;0;0
1478;ODNER-049;Odner Bantex F4 1465 Abu;ATK;45;Bh;1;Bh;27333;37000;41000;0
1479;ODNER-049;Odner Bantex F4 1465 Abu;ATK;3;Pak;15;Bh;41000;0;0;0
1480;ODNER-050;Odner Bantex 8563 - 07  Putih F4 2D 65mm;ATK;21;Bh;1;Bh;40667;69000;76000;0
1481;ODNER-050;Odner Bantex 8563 - 07  Putih F4 2D 65mm;ATK;1,75;Pak;12;Bh;488000;745500;0;0
1482;ODNER-051;Odner Bindex Folio 717 Biru;ATK;21;Bh;1;Bh;20833;28500;31500;0
1483;ODNER-051;Odner Bindex Folio 717 Biru;ATK;1,75;Pak;12;Bh;249996;308000;0;0
1484;OFSET-001;New Eco 529 Black;Tinta Printing;0;Kg;1;Kg;100978;136500;150500;0
1485;OFSET-002;New Eco Reflex Blue X;Tinta Printing;0;Kg;1;Kg;176982;239000;263000;0
1486;OFSET-003;New Eco 700 White;Tinta Printing;0;1.5 Kg;1;1.5 Kg;138748;187500;0;0
1487;OFSET-004;New Eco 015 Medium Yellow;Tinta Printing;0;Kg;1;Kg;134418;181500;200000;0
1488;OFSET-005;New Eco 416 Green;Tinta Printing;0;Kg;1;Kg;125994;170500;188000;0
1489;OFSET-006;New Eco 530 Black;Tinta Printing;0;Kg;1;Kg;114150;154500;170000;0
1490;OFSET-007;New Eco 135 Red;Tinta Printing;0;Kg;1;Kg;109925;148500;163500;0
1491;OFSET-008;New Eco 115 Bronze Red;Tinta Printing;0;Kg;1;Kg;120000;162000;178500;0
1492;OFSET-009;Best One Emblem Process Black;Tinta Printing;0;Kg;1;Kg;98421;133000;146500;0
1493;OFSET-010;Best One Emblem Process Cyan;Tinta Printing;0;Kg;1;Kg;115768;156500;172500;0
1494;OFSET-011;Best One Emblem Process Magenta;Tinta Printing;0;Kg;1;Kg;128810;174000;191500;0
1495;OFSET-012;Best One Emblem Process Yellow;Tinta Printing;0;Kg;1;Kg;120322;162500;178750;0
1496;OFSET-013;New Cahaya Black;Tinta Printing;0;Kg;1;Kg;73000;100000;110000;0
1497;OFSET-014;New Cahaya Cyan;Tinta Printing;0;Kg;1;Kg;87000;117500;129500;0
1498;OFSET-015;New Cahaya Yellow;Tinta Printing;0;Kg;1;Kg;80000;108000;119000;0
1499;OFSET-016;New Cahaya Magenta;Tinta Printing;0;Kg;1;Kg;84000;113500;125000;0
1500;OFSET-017;Spray Powder Micron;Tinta Printing;0;Kg;1;Kg;67000;90500;100000;0
1501;OFSET-018;Sponge Viscovita;Tinta Printing;8;Pcs;1;Pcs;35000;32500;36000;0
1502;OFSET-019;Etching Solution NH3;Tinta Printing;1;Botol;1;Botol;40000;54000;59500;0
1503;OFSET-020;Corrector Positive;Tinta Printing;0;Pot;1;Pot;45000;61000;67500;0
1504;OFSET-021;Fountain Solution Hijau;Tinta Printing;-3;Galon;1;Galon;30000;40500;45000;0
1505;OFSET-022;Ultra Plat Cleaner ( PDK );Tinta Printing;-1;Botol;1;Botol;40000;54000;59500;0
1506;OFSET-023;Varnish;Tinta Printing;0;Botol;1;Botol;60500;82000;90500;0
1507;OFSET-024;Gum Solution @ 4 Liter;Tinta Printing;-1;Galon;1;Galon;39500;60000;66000;0
1508;OFSET-025;Blanket Folio;Tinta Printing;0;Buah;1;Buah;74976;102000;112500;0
1509;OFSET-026;Sparegum Goldchem;Tinta Printing;-1;Kaleng;1;Kaleng;40000;54000;59500;0
1510;OFSET-027;RWA-Grade/20 liter;Tinta Printing;21;Liter;1;Liter;28500;26000;29000;0
1511;OFSET-028;Cutting Stick  DQ 201 Hijau;Tinta Printing;0;Pcs;1;Pcs;126000;170000;188000;0
1512;OFSET-029;New Mol 550 X 50 - 40;Tinta Printing;0;Pcs;1;Pcs;212500;287000;316000;0
1513;OFSET-030;New Mol 800 x 60 - 45;Tinta Printing;0;Pcs;1;Pcs;203000;274500;302000;0
1514;OFSET-031;TC 6208 Gold;Tinta Printing;1;Kg;1;Kg;395883;534500;588000;0
1515;OFSET-032;Toyo Ink Black;Tinta Printing;0;Kg;1;Kg;222540;300500;331000;0
1516;OFSET-033;Toyo Ink Magenta;Tinta Printing;0;Kg;1;Kg;242120;327000;360000;0
1517;OFSET-034;Toyo Ink Cyan;Tinta Printing;0;Kg;1;Kg;251444;340000;374000;0
1518;OFSET-035;Toyo Ink Yellow;Tinta Printing;0;Kg;1;Kg;259000;350000;385000;0
1519;OFSET-036;Pastapur;Tinta Printing;0;Kg;1;Kg;355000;479500;527500;0
1520;OFSET-037;Tinta BO Nexus Z Process Black;Tinta Printing;0;Kaleng;1;Kaleng;104107;141000;155000;0
1521;OFSET-038;Tinta BO Nexus Z Process Yellow;Tinta Printing;0;Kaleng;1;Kaleng;112399;152000;167500;0
1522;OFSET-039;Tinta BO Nexus Z Process Cyan;Tinta Printing;0;Kaleng;1;Kaleng;122257;165500;182500;0
1523;OFSET-040;Tinta BO Nexus Z Process Magenta;Tinta Printing;0;Kaleng;1;Kaleng;117374;158500;174500;0
1524;OFSET-041;ALKOHOL MURNI;Tinta Printing;21;Liter;1;Liter;35500;40500;0;0
1525;OFSET-042;Crystal INK HD-Black;Tinta;-3;Kg;1;Kg;100500;136000;0;0
1526;OFSET-043;Crystal INK HD-Cyan;Tinta;-5;Kg;1;Kg;113000;153000;0;0
1527;OFSET-044;Crystal INK HD-Magenta;Tinta;1;Kg;1;Kg;110750;150000;0;0
1528;OFSET-045;Crystal INK HD-Yellow;Tinta;-2;Kg;1;Kg;107500;145500;0;0
1529;OFSET-046;TC 5400 Black;Tinta;0;Kg;1;Kg;395883;534500;0;0
1530;OFSET-047;TC 1105 Bronze RED;Tinta;0;Kg;1;Kg;395883;534500;0;0
1531;OFSET-048;TC 4105 CF Green;Tinta;0;Kg;1;Kg;395883;534500;0;0
1532;OFSET-049;TC 3005 Reflex Blue;Tinta;0;Kg;1;Kg;395883;534500;0;0
1533;OFSET-050;TC 7000 White;Tinta;0;1.5 Kg;1;1.5 Kg;395883;534500;0;0
1534;OFSET-051;Developer @5 Liter;.;39;Derigen;1;Derigen;92500;0;0;0
1535;OFSET-052;INKRedible Black;Tinta;1;Kaleng;1;Kaleng;182040;0;0;0
1536;OFSET-053;INKRedible Cyan;.;2;Kaleng;1;Kaleng;204240;0;0;0
1537;OFSET-054;INKRedible Magenta;.;3;Kaleng;1;Kaleng;195360;0;0;0
1538;OFSET-055;INKRedible Yellow;.;1;Kaleng;1;Kaleng;182040;0;0;0
1539;OFSET-056;TB Black 5400;Tinta;0;KG;1;KG;123999;0;0;0
1540;OFSET-057;TB TC 1405 UC RED;Tinta;1;KG;1;KG;117117;0;0;0
1541;OFSET-058;TB TC 0105 MEDIUM YELLOW;Tinta;2;KG;1;KG;141499;0;0;0
1542;OFSET-059;TB REFLEX BLUE;Tinta;3;KG;1;KG;154499;0;0;0
1543;OFSET-060;TB TC 4003 GREEN;Tinta;2;KG;1;KG;127027;0;0;0
1544;OFSET-061;TB WHITE;Tinta;0;KG;1;KG;147999;0;0;0
1545;OP-001;ONGKOS POTONG MINIM;ATK;0;KG;1;KG;0;0;0;0
1546;OP-002;Ongkos Potong Per KG;ATK;0;KG;1;KG;0;0;0;0
1547;OS-001;Ongkos Seeting;ATK;0;set;1;set;0;0;0;0
1548;PCF-001;Plastik Bantex Cp Safe F4 2044/8044;ATK;2;Pak;1;Pak;134000;181000;200000;0
1549;PCF-002;Plastik Bantex Cp Safe A4 2035;ATK;-5;Pak;1;Pak;108250;146500;161500;0
1550;PCF-003;Plastik Bantex Cp Safe A4 2040/8040;ATK;3;Pak;1;Pak;95000;128500;141500;0
1551;PCF-004;Plastik Bantex Cp Safe A3 2036 Potrait;ATK;0;Pak;1;Pak;30000;108000;119000;0
1552;PCF-005;Plastik Bantex Cp Safe A3 2037 Lnscpe;ATK;-3;Pak;1;Pak;132000;178500;196500;0
1553;PCF-006;Plastik Bambi  Cp Safe F4 5221;ATK;78;Set;1;Set;23000;31500;35000;0
1554;PCF-006;Plastik Bambi  Cp Safe F4 5221;ATK;7,8;Pak;10;Set;230000;283500;0;0
1555;PCF-007;Plastik Copy Safe F4 Intex;ATK;0;set;1;set;10000;18000;20000;0
1556;PCF-008;Plastik Bantex Cp Safe A4 2040;ATK;1;Set;1;Set;18000;24500;27000;0
1557;PCF-008;Plastik Bantex Cp Safe A4 2040;ATK;0,2;Pak;5;Set;90000;110500;0;0
1558;PCF-009;Plastik Bantex Cp Safe F4 8843;ATK;20;Pak;1;Pak;110000;148500;163500;0
1559;PCF-010;Plastik Bambi  Cp Safe A4 5220;ATK;23;Set;1;Set;19000;26000;29000;0
1560;PCF-010;Plastik Bambi  Cp Safe A4 5220;ATK;2,3;Pak;10;Set;190000;234000;0;0
1561;PCF-011;Plastik Bantex Cp Safe A4 8035;ATK;34;Pak;1;Pak;114000;154000;169500;0
1562;PEMBATAS-001;Pembatas Abjad Bambi 2605;ATK;5;Bks;1;Bks;5750;8000;9000;0
