sku;name;category;stock;unit;costPrice;price;minStock
HVS-027;Kertas A4 70G PPL;Kertas;0,00;RIM;27.072,00;32.000,00;0,00
HVS-028;Kertas HVS Warna Polos F4/A4;Kertas;0,00;RIM;50.500,00;55.000,00;0,00
HVS-029;Kertas HVS A3 100gr;Cetakan;0,00;RIM;0,00;125.000,00;0,00
HVS-030;Kertas F4 IK Flexo;ATK;231,00;RIM;37.415,00;42.500,00;0,00
HVS-031;Kertas A4 MAxi 70gr;ATK;0,00;RIM;32.350,00;38.000,00;0,00
HVS-032;KERTAS HVS DF PUTIH 80 gr;Kertas;360,00;RIM;90.000,00;95.000,00;0,00
HVS-033;KERTAS HVS DF PUTIH 70 gr;Kertas;345,00;RIM;79.000,00;84.000,00;0,00
HVS-034;Kertas HVS A3 100 Gr;ATK;3,00;RIM;100.500,00;125.000,00;5,00
HVS-035;KERTAS HVS DF PUTIH 100 gr;Kertas;86,00;Rim;112.000,00;117.000,00;0,00
HVS-036;Kertas A4 70gr  Mirage;ATK;0,00;Rim;37.000,00;42.000,00;10,00
HVS-037;Kertas F4 70gr Mirage;ATK;0,00;Rim;37.215,00;42.500,00;10,00
HVS-038;Kertas HVS F4 70gr BOLA DUNIA;ATK;0,00;Rim;45.045,00;50.500,00;10,00
HVS-039;Kertas Hvs A5 75gr SIDU;Kertas;-6,00;Rim;19.750,00;24.000,00;0,00
HVS-040;Kertas HVS 75gr A4 Epaper;Kertas;99,00;Rim;32.804,00;38.500,00;10,00
HVS-041;Kertas A4 IK Flexo;ATK;232,00;Rim;32.891,00;38.000,00;10,00
HVS-042;Kertas A4 70gr Bola Dunia;ATK;20,00;Rim;36.562,00;41.500,00;10,00
HVS-043;Kertas A3 70gr Bola Dunia;ATK;0,00;Rim;75.173,00;80.500,00;5,00
HVS-044;Kertas HVS 75Gr F4 Epaper;Kertas;0,00;Rim;39.628,00;45.000,00;5,00
I-001;"Isolasi Bening 1/2""x10 Kcl GoldT";ATK;74,00;Roll;541,00;1.000,00;12,00
I-002;"Isolasi Bening 1/2""x72 Biasa/ Hamaci";ATK;0,00;Roll;1.770,00;2.500,00;12,00
I-003;"Isolasi Bening 1/2""x72 Daimaru";ATK;623,00;Roll;1.894,00;3.500,00;12,00
I-004;"Isolasi Bening 1""x72 Daimaru";ATK;651,00;Roll;5.006,00;7.000,00;6,00
I-005;"Isolasi Bening 2"" Daimaru";ATK;25,00;Roll;10.712,00;14.500,00;6,00
I-006;"Isolasi Bening 1/2""x72 Panfix";ATK;11,00;Roll;11.875,00;16.500,00;12,00
I-007;"Isolasi Bening 1""x72 Panfix";ATK;0,00;Roll;21.666,00;29.500,00;12,00
I-008;"Isolasi Coklat 2"" Daimaru";ATK;360,00;Roll;9.048,00;15.000,00;6,00
I-009;Isolasi Bening 1/2''x10 panfix;ATK;4,00;Roll;5.000,00;7.000,00;0,00
I-010;"Isolasi Bening 2"" Everfix";ATK;-360,00;Roll;5.555,00;7.500,00;6,00
IC-001;Isi Cutter  L150 Kenko / Joyko;ATK;136,00;tube;5.041,00;7.000,00;24,00
IC-002;Isi Cutter A100 Kenko / Joyko;ATK;287,00;tube;2.520,00;4.000,00;24,00
IDCAR-001;Bahan ID Card Isi 50;Id Card;0,00;Pak;265.000,00;358.500,00;5,00
IDCAR-002;Bahan ID Card Eprint;Id Card;22,00;Pak;43.086,00;58.500,00;5,00
IDCAR-003;Casing ID Card Potrait Merah;Id Card;220,00;Bh;700,00;1.500,00;20,00
IDCAR-004;Casing ID Card Potrait Kuning;Id Card;317,00;Bh;700,00;1.500,00;20,00
IDCAR-005;Casing ID Card Potrait Hijau;Id Card;374,00;Bh;700,00;1.500,00;20,00
IDCAR-006;Casing ID Card Potrait Putih;Id Card;422,00;Bh;700,00;1.500,00;20,00
IDCAR-007;Casing ID Card Potrait Biru;Id Card;916,00;Bh;700,00;1.500,00;20,00
IDCAR-008;Casing ID Card Potrait Ungu;Id Card;0,00;Bh;700,00;1.500,00;20,00
IDCAR-009;Casing ID Card Potrait Hitam;Id Card;350,00;Bh;700,00;1.500,00;20,00
IDCAR-010;Casing IDCard Portrait Mk Bng;Id Card;0,00;Bh;700,00;1.500,00;20,00
IDCAR-011;Casing ID Card Landscape Mrh;Id Card;-50,00;Bh;750,00;1.500,00;20,00
IDCAR-012;Casing ID Card Landscape Kng;Id Card;-62,00;Bh;750,00;1.500,00;20,00
IDCAR-013;Casing ID Card Landscape Hj;Id Card;-53,00;Bh;750,00;1.500,00;20,00
IDCAR-014;Casing ID Card Landscape Br;Id Card;-101,00;Bh;750,00;1.500,00;20,00
IDCAR-015;Casing ID Card Landscape Htm;Id Card;-8,00;Bh;750,00;1.500,00;20,00
IDCAR-016;Casing ID Card Landscape Bng;Id Card;-98,00;Bh;750,00;1.500,00;20,00
IDCAR-017;Casing potrait 2 in 1;Id Card;0,00;Bh;1.100,00;2.000,00;20,00
IDCAR-018;Plastik STNK;Id Card;57,00;Bh;170,00;500,00;20,00
IDCAR-019;Plastik ID Card Landscape 9,5 x 6,5 cm;Id Card;400,00;Bh;350,00;500,00;20,00
IDCAR-020;Plastik ID Card 6 x 9 cm;Id Card;3.100,00;Bh;165,00;500,00;20,00
IDCAR-021;Plastik ID Card 6.5 x 9.5 cm;Id Card;0,00;Bh;350,00;500,00;20,00
IDCAR-022;Plastik ID Card 6,5 x 10,5 cm;Id Card;-1,00;Bh;300,00;500,00;20,00
IDCAR-023;Plastik ID Card 8 x 12 cm;Id Card;0,00;Bh;210,00;1.000,00;20,00
IDCAR-024;Plastik ID Card 8 x 13.5 cm;Id Card;0,00;Bh;230,00;1.000,00;20,00
IDCAR-025;Plastik ID Card 8.5  x 13.5 cm;Id Card;38,00;Bh;280,00;500,00;20,00
IDCAR-026;Plastik ID Card 9 x 15.5 cm;Id Card;0,00;Bh;300,00;800,00;20,00
IDCAR-027;Plastik ID Card 10.5 x 16 cm;Id Card;418,00;Bh;320,00;500,00;20,00
IDCAR-028;Plastik ID Card 11 x 17 cm;Id Card;1.088,00;Bh;350,00;800,00;20,00
IDCAR-029;Plastik ID Card Stardust;Id Card;0,00;Set;500,00;1.000,00;20,00
IDCAR-030;Plastik ID Card Elvin;Id Card;9,00;Bh;900,00;1.500,00;20,00
IDCAR-031;Plastik ID Card sakura;Id Card;0,00;Pak;22.000,00;30.000,00;20,00
IDCAR-032;Plastik ID Card Uk 11.5x19;ATK;0,00;PCS;390,00;1.000,00;0,00
IDCAR-033;Casing ID Card potrait orange;Id Card;24,00;Bh;700,00;1.500,00;20,00
IDCAR-034;Plastik Id Card Karet 1 Sisi;ATK;0,00;Pcs;2.000,00;3.000,00;0,00
IDCAR-035;Plastik ID CARD B4 Tebel;Id Card;0,00;Bh;1.000,00;1.500,00;10,00
IDCAR-036;Plastik Idcard SPP 12x17cm;Id Card;200,00;Bh;450,00;1.000,00;0,00
IK-001;"Isolasi Kertas 2""  Daimaru";ATK;97,00;Roll;12.441,00;17.000,00;20,00
IK-002;"Isolasi Kertas 1""  Daimaru";ATK;125,00;Roll;6.221,00;9.000,00;20,00
IK-003;"Isolasi Kertas 2""  Ekatape";ATK;0,00;Roll;5.651,00;8.000,00;20,00
IK-004;"Isolasi Kertas 1""  Ekatape";ATK;0,00;Roll;3.238,00;5.000,00;20,00
IK-005;Isolasi kabel listrik hitam Daimaru;ATK;4,00;Roll;3.888,00;6.000,00;20,00
IK-006;Isolasi Kertas 2'' Daisuha;ATK;43,00;Roll;9.583,00;13.000,00;5,00
INEN-001;Karton Linen F4;Kertas;7,00;Pak;57.300,00;65.000,00;2,00
INEN-002;Karton Linen A4;Kertas;-11,00;Pak;60.000,00;65.000,00;2,00
INEN-003;Karton Linen A3+;Kertas;400,00;Lbr;1.650,00;2.500,00;5,00
IP-001;Isi Pulpen Gel Joyko hitam;ATK;1,00;Bh;916,00;1.500,00;24,00
IP-002;Isi Pulpen Gel Joyko biru;ATK;93,00;Bh;916,00;1.500,00;24,00
IP-003;Isi Pensil Mknk 2B Pilot;ATK;0,00;Bh;2.416,00;3.500,00;24,00
IP-004;Isi Pensil Mknk 2B 0.5 Joyko;ATK;14,00;Bh;854,00;1.500,00;24,00
IP-005;Isi Pulpen Pentel Hitam;ATK;19,00;Bh;16.667,00;23.000,00;24,00
IP-006;Isi Pulpen Pentel Biru;ATK;1,00;Bh;17.000,00;25.000,00;24,00
IP-007;Isi Pulpen Gel Berbie;ATK;0,00;Bh;1.000,00;1.500,00;24,00
IP-008;Isi Pulpen Parker Hitam;ATK;0,00;Bh;13.750,00;19.000,00;24,00
IP-009;Isi Pulpen Parker Biru;ATK;0,00;Bh;13.750,00;19.000,00;24,00
IP-010;Isi Pulpen Parker Roller Biru;ATK;109,00;Bh;30.000,00;40.500,00;24,00
IP-011;Isi Pulpen Parker Roller Hitam;ATK;54,00;Bh;30.000,00;40.500,00;24,00
IP-012;Isi Pulpen Pilot Frixion 0.5 Biru;ATK;43,00;Bh;10.208,00;14.000,00;24,00
IP-013;Isi Pulpen Snowman V5 Hitam;ATK;144,00;Bh;500,00;1.000,00;24,00
IP-014;Isi Pulpen Snowman V5 Biru;ATK;576,00;Bh;500,00;1.000,00;24,00
IP-015;Isi Pulpen Pilot Super Hitam;ATK;0,00;Bh;1.400,00;2.000,00;24,00
IP-016;Isi Pulpen Pilot Super Biru;ATK;0,00;Bh;1.333,00;2.000,00;24,00
IP-017;Isi Pulpen bic Hitam;ATK;0,00;Bh;2.000,00;3.000,00;24,00
IP-018;Isi Pulpen bic Biru;ATK;0,00;Bh;2.000,00;3.000,00;24,00
IP-019;Isi Pulpen bic Merah;ATK;0,00;Bh;2.000,00;3.000,00;24,00
IP-020;Isi Pulpen V7 Hitam;ATK;211,00;Pcs;833,00;2.000,00;0,00
IP-021;Isi Pulpen Pilot Frixion 0,7 Hitam;ATK;8,00;Bh;11.250,00;15.500,00;5,00
IP-022;Isi Pulpen Pilot Frixion 0,7 Biru;ATK;33,00;Bh;11.250,00;15.500,00;0,00
IP-023;Isi Pulpen Pilot Frixion 0,5 Htm;ATK;37,00;Bh;11.666,00;16.000,00;12,00
IP-025;Isi Pulpen snowman V7 Biru;ATK;432,00;Bh;1.631,00;2.500,00;5,00
IP-026;Isi Pulpen Pilot Frixion 0.5 Merah;ATK;7,00;Bh;10.208,00;14.000,00;0,00
IS-001;Isi Staples No 10 Etona;ATK;509,00;Dus;1.425,00;2.000,00;40,00
IS-002;Isi Staples No 3 Etona;ATK;413,00;Dus;3.000,00;4.500,00;40,00
IS-003;Isi Staples No 10 Max;ATK;300,00;Dus;2.700,00;4.000,00;40,00
IS-004;Isi Staples No 3 Max;ATK;134,00;Dus;5.250,00;8.000,00;40,00
IS-005;Isi Staples No 10 KK;ATK;-31,00;Dus;950,00;1.500,00;40,00
IS-006;Isi Staples No 3 Kangaro;ATK;180,00;Dus;2.700,00;4.000,00;20,00
IS-007;Isi Staples No 1217 Max;ATK;2,00;Dus;20.000,00;27.000,00;10,00
IS-008;Isi Staples No 1215 Max;ATK;75,00;Dus;18.500,00;25.000,00;10,00
IS-009;Isi Staples No 1213 Max;ATK;46,00;Dus;20.000,00;27.000,00;10,00
IS-010;Isi Staples No 1210 Max;ATK;-11,00;Dus;17.000,00;23.000,00;10,00
IS-011;Isi Staples No 2310 Etona;ATK;52,00;Dus;11.000,00;15.000,00;10,00
IS-012;Isi Staples No 2313 Etona;ATK;22,00;Dus;13.000,00;18.500,00;10,00
IS-013;Isi Staples No 2315 Etona;ATK;37,00;Dus;17.000,00;23.000,00;10,00
IS-014;Isi Staples No 2317 Etona;ATK;25,00;Dus;20.000,00;27.000,00;10,00
IS-015;Isi Staples No 23/8 Etona;ATK;11,00;Dus;8.000,00;11.000,00;10,00
ISISTAMP-001;Ngisi Tinta Stampel;FC;0,00;Bh;0,00;10.000,00;0,00
J-001;Jangka MS 402 Joyko;ATK;0,00;Bh;5.833,00;8.000,00;12,00
J-002;Jangka MS 55 Joyko;ATK;0,00;Bh;3.750,00;5.500,00;12,00
J-003;Jangka C168 Kenko;ATK;0,00;Bh;5.500,00;8.000,00;12,00
JEPIT-001;Penjepit ID card besi Garis;Id Card;590,00;PCS;450,00;1.000,00;20,00
JILID-001;JILID LAKBAN;JLD;0,00;PCS;0,00;3.000,00;0,00
JILID-002;JILID LAKBAN SEDANG;JLD;0,00;PCS;0,00;4.000,00;0,00
JILID-003;JILID LAKBAN TEBEL;JLD;0,00;PCS;0,00;5.000,00;0,00
JILID-004;JILID SPIRAL NO 4;JLD;0,00;PCS;0,00;5.000,00;0,00
JILID-005;JILID SPIRAL NO 5;JLD;0,00;PCS;0,00;6.000,00;0,00
JILID-006;JILID SPIRAL NO 6;JLD;0,00;PCS;0,00;7.000,00;0,00
JILID-007;JILID SPIRAL NO 7;JLD;0,00;PCS;0,00;8.000,00;0,00
JILID-008;JILID SPIRAL NO 8;JLD;0,00;PCS;0,00;9.000,00;0,00
JILID-009;JILID SPIRAL NO 9;JLD;0,00;PCS;0,00;10.000,00;0,00
JILID-010;JILID SPIRAL NO 10;JLD;0,00;PCS;0,00;11.000,00;0,00
JILID-011;JILID SPIRAL NO 11;JLD;0,00;PCS;0,00;12.000,00;0,00
JILID-012;JILID SPIRAL NO 12;JLD;0,00;PCS;0,00;13.000,00;0,00
JILID-013;JILID SPIRAL NO 13;JLD;0,00;PCS;0,00;14.000,00;0,00
JILID-014;JILID SPIRAL NO 14;JLD;0,00;PCS;0,00;15.000,00;0,00
JILID-015;JILID SPIRAL NO 15;JLD;0,00;PCS;0,00;16.000,00;0,00
JILID-016;JILID SPIRAL NO 16;JLD;0,00;PCS;0,00;17.000,00;0,00
JILID-017;JILID SOFT COVER;JLD;0,00;PCS;0,00;20.000,00;0,00
JILID-018;JILID HARD COVER;JLD;0,00;PCS;0,00;25.000,00;0,00
JILID-019;Kaleng kalender;ATK;0,00;bh;0,00;3.000,00;0,00
K-001;Kalkulator Citizen CT 555/555N;ATK;0,00;Bh;120.000,00;162.000,00;3,00
K-002;Kalkulator Citizen SDC 868L;ATK;0,00;Bh;112.500,00;162.000,00;3,00
K-003;Kalkulator Citizen 16 Digit 664S;ATK;0,00;Bh;130.000,00;175.500,00;3,00
K-004;Kalkulator Citizen 16 Digit 660S;ATK;0,00;Bh;123.500,00;167.000,00;3,00
K-005;Kalkulator Citizen SDC 916;ATK;0,00;Bh;90.000,00;125.000,00;3,00
K-006;Kalkulator Casio FX 350MS;ATK;0,00;Bh;89.000,00;122.000,00;3,00
K-007;Kalkulator Casio DH-16;ATK;0,00;Bh;172.500,00;233.000,00;3,00
K-008;Kartu Absen Polos;ATK;11,00;pak;12.500,00;17.000,00;5,00
K-009;Kalkulator Casio MJ 12 Da;ATK;1,00;PCS;120.000,00;162.000,00;10,00
K-010;Kalkulator Casio DH-12;ATK;8,00;Bh;135.000,00;182.500,00;3,00
K-011;Kalkulator Casio DX120 B;ATK;1,00;Bh;152.500,00;206.000,00;5,00
K-012;Kalkulator CC 868 Joyko;ATK;11,00;Bh;55.000,00;74.500,00;2,00
KB-001;Karton Bufallo F4 Serat Tosca Gelap;ATK;0,00;Pak;34.250,00;35.000,00;5,00
KB-002;Karton Bufallo F4 Serat Hijau tua;ATK;10,00;Pak;27.500,00;37.500,00;5,00
KB-003;Karton Bufallo F4 Serat Coklat;ATK;3,00;Pak;34.250,00;35.000,00;5,00
KB-004;Karton Bufallo F4 Serat Peach / Cream;ATK;2,00;Pak;34.250,00;35.000,00;5,00
KB-005;Karton Bufallo F4 Serat Merah ati;ATK;3,00;Pak;29.500,00;40.000,00;5,00
KB-006;Karton Bufallo F4 Serat Kuning Tua;ATK;6,00;Pak;29.500,00;40.000,00;5,00
KB-007;Karton Bufallo F4 Serat Orange;ATK;1,00;Pak;28.000,00;38.000,00;5,00
KB-008;Karton Bufallo F4 Serat Biru tua;ATK;4,00;Pak;30.000,00;40.500,00;5,00
KB-009;Karton Bufallo F4 Serat Biru Muda;ATK;1,00;Pak;30.000,00;40.500,00;5,00
KB-010;Karton Bufallo F4 Serat Biru telor asin;ATK;0,00;Pak;34.250,00;35.000,00;5,00
KB-011;Karton Bufallo F4 Serat Putih;ATK;0,00;Pak;23.500,00;32.000,00;5,00
KB-012;Karton Bufallo F4 Hijau Muda;ATK;4,00;Pak;29.500,00;40.000,00;1,00
KD-001;Kertas Doble side Mate A4 220 DPrint;ATK;3,00;Pak;31.500,00;43.000,00;5,00
KD-002;Kertas Doble side Mate A4 220 E-print isi 20 Lbr;ATK;0,00;Pak;14.400,00;19.500,00;5,00
KD-003;Kertas Doble side Mate A4 220 E-print isi 50 Lbr;ATK;0,00;Pak;27.900,00;38.000,00;5,00
KEY-001;Keyboard wireless Logitech;ATK;0,00;PCS;325.000,00;439.000,00;0,00
KF-001;Krbon Fax Pnsonic IT 93 E 40M Hijau tua;ATK;0,00;Bh;40.000,00;54.000,00;3,00
KF-002;Krbon Fax Pnsonic IT 93 E 30M;ATK;0,00;Bh;40.000,00;54.000,00;3,00
KF-003;Krbon Fax Pnsonic IT 93 A 60M Hijau;ATK;0,00;Bh;60.000,00;81.000,00;3,00
KF-004;Krbon Fax Pnsonic IT 93 E 30M Kuning;ATK;0,00;Bh;26.000,00;35.500,00;3,00
KF-005;Krbon Fax Pnsonic FA 93 A Premium Kuning;ATK;-2,00;Bh;55.000,00;90.000,00;3,00
KF-006;Krbon Fax Pnsonic KX-FAT 88 E Putih;ATK;0,00;Bh;290.000,00;391.500,00;3,00
KF-007;Krbon Fax Pnsonic KX-206;ATK;0,00;Bh;45.000,00;61.000,00;3,00
KF-008;Krbon Fax Pnsonic 52 E Biru;ATK;0,00;Bh;45.000,00;61.000,00;3,00
KF-009;Kertas Foto Glossy A4 210 Joyko/Kenko;ATK;8,00;Pak;13.500,00;18.500,00;10,00
KF-010;Kertas Foto Glossy A4 230 Joyko;ATK;0,00;Pak;14.750,00;22.000,00;10,00
KF-011;Kertas Foto Glossy A4 180 DPrint;ATK;0,00;Pak;15.000,00;20.500,00;10,00
KF-012;Kertas Foto Glossy A4 210 DPrint;ATK;0,00;Pak;16.000,00;22.000,00;10,00
KF-013;Kertas Foto Glossy A4 230 DPrint;ATK;0,00;Pak;19.000,00;26.000,00;10,00
KF-014;Kertas Foto Glossy A4 230 E-print;ATK;0,00;Pak;18.000,00;24.500,00;10,00
KF-015;Kertas Foto Glossy A4 210 E-Print;ATK;17,00;Pak;17.543,00;24.000,00;10,00
KF-016;Kertas Foto Glossy A4 200 E-print;ATK;0,00;Pak;14.410,00;19.500,00;10,00
KF-017;Kertas Foto Glossy A4 180 E-print;ATK;9,00;Pak;15.952,00;22.000,00;10,00
KF-018;Kertas Foto A4 DGP 220 DPrint;ATK;0,00;Pak;28.000,00;38.000,00;5,00
KF-019;Kertas Foto A4 DMG 220 DPrint;ATK;0,00;pak;29.000,00;39.500,00;5,00
KF-020;Kertas Foto A4 PSP 260 DPrint;ATK;0,00;Pak;31.000,00;42.000,00;5,00
KF-021;Kertas Foto Glossy A3 260 E-Print;ATK;5,00;Pak;56.356,00;76.500,00;1,00
KI-001;Kertas Inkjet Paper A4 108 E-print;ATK;7,00;Pak;34.379,00;50.500,00;10,00
KI-002;Kertas Inkjet Paper A4 100 DPrint;ATK;-3,00;Pak;35.000,00;47.500,00;5,00
KK-001;Kertas Karbon Daito F4;ATK;-4,00;pak;55.000,00;74.500,00;5,00
KK-002;Kertas Karbon Sailing Boat F4 Htm / Br;ATK;10,00;pak;32.500,00;44.000,00;5,00
KL-001;Kertas File L. Life A5 100 JK;ATK;9,00;pak;5.000,00;7.000,00;10,00
KL-002;Kertas File L. Life B5 100 JK;ATK;7,00;pak;9.750,00;13.500,00;10,00
KL-003;Kertas File L. Life A5 50 JK;ATK;0,00;Pak;2.600,00;3.500,00;10,00
KL-004;Kertas File L. Life B5 50 JK;ATK;16,00;pak;5.200,00;7.500,00;10,00
KO-001;Karton Omega no. 5;ATK;-34,00;Lbr;2.275,00;3.500,00;50,00
KO-002;Karton Omega no. 1;ATK;-17,00;Lbr;2.275,00;3.500,00;50,00
KO-003;Karton Omega no. 2;ATK;-29,00;Lbr;2.275,00;3.500,00;50,00
KO-004;Karton Omega no. 3;ATK;-1,00;Lbr;2.275,00;3.500,00;50,00
KO-005;Karton Omega no. 4;ATK;-100,00;Lbr;2.275,00;3.500,00;50,00
KO-006;Karton Omega no. 7;ATK;-40,00;Lbr;2.275,00;3.500,00;50,00
KO-007;Karton Omega no. 9;ATK;-23,00;Lbr;2.275,00;3.500,00;50,00
KO-008;Karton Omega no. 10;ATK;-167,00;Lbr;2.275,00;3.500,00;50,00
KO-009;Karton Omega no. 11;ATK;-10,00;Lbr;2.275,00;3.500,00;50,00
KO-010;Karton Omega no. 15;ATK;-2,00;Lbr;2.275,00;3.500,00;50,00
KO-011;Karton Omega no. 16;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-012;Karton Omega no. 17;ATK;-63,00;Lbr;2.275,00;3.500,00;50,00
KO-013;Karton Omega no. 18;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-014;Karton Omega no. 19;ATK;-128,00;Lbr;2.275,00;3.500,00;50,00
KO-015;Karton Omega no. 20;ATK;-43,00;Lbr;2.275,00;3.500,00;50,00
KO-016;Karton Omega no. 22;ATK;-164,00;Lbr;2.275,00;3.500,00;50,00
KO-017;Karton Omega no. 23;ATK;-5,00;Lbr;2.275,00;3.500,00;50,00
KO-018;Karton Omega no. 24;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-019;Karton Omega no. 26;ATK;-3,00;Lbr;2.275,00;3.500,00;50,00
KO-020;Karton Omega no. 27;ATK;-20,00;Lbr;2.275,00;3.500,00;50,00
KO-021;Karton Omega no. 28;ATK;-3,00;Lbr;2.275,00;3.500,00;50,00
KO-022;Karton Omega no. 32;ATK;-21,00;Lbr;2.275,00;3.500,00;50,00
KO-023;Karton Omega no. 33;ATK;-90,00;Lbr;2.275,00;3.500,00;50,00
KO-024;Karton Omega no. 34;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-025;Karton Omega no. 35;ATK;-23,00;Lbr;2.275,00;3.500,00;50,00
KO-026;Karton Omega no. 37;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-027;Karton Omega no. 38;ATK;-15,00;Lbr;2.275,00;35.000,00;50,00
KO-028;Karton Omega no. 40;ATK;-11,00;Lbr;2.275,00;3.500,00;50,00
KO-029;Karton Omega no. 42;ATK;-15,00;Lbr;2.275,00;3.500,00;50,00
KO-030;Karton Omega no. 43;ATK;-36,00;Lbr;2.275,00;3.500,00;50,00
KO-031;Karton Omega no. 46;ATK;-114,00;Lbr;2.275,00;3.500,00;50,00
KO-032;Karton Omega no. 47;ATK;-132,00;Lbr;2.275,00;3.500,00;50,00
KO-033;Karton Omega no. 48;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-034;Karton Omega no. 49;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-035;Karton Omega no. 50;ATK;-6,00;Lbr;2.275,00;3.500,00;50,00
KO-036;Karton Omega no. 51;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-037;Karton Omega no. 54;ATK;-22,00;Lbr;2.275,00;3.500,00;50,00
KO-038;Karton Omega no. 55;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-039;Karton Omega no. 56;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-040;Karton Omega no. 58;ATK;-25,00;Lbr;2.275,00;3.500,00;50,00
KO-041;Karton Omega no. 59;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-042;Karton Omega no. 60;ATK;-92,00;Lbr;2.275,00;3.500,00;50,00
KO-043;Karton Omega no. 61;ATK;0,00;Lbr;2.275,00;3.500,00;50,00
KO-044;Karton Omega no. 62;ATK;-72,00;Lbr;2.275,00;3.500,00;50,00
KO-045;Karton Omega no. 63;ATK;-1,00;Lbr;2.275,00;3.500,00;50,00
KO-046;Karton Omega no. 64;ATK;-12,00;Lbr;2.275,00;3.500,00;50,00
KO-047;Karton Omega no. 65;ATK;-7,00;Lbr;2.275,00;3.500,00;50,00
KO-048;Karton Omega no. 66;ATK;-10,00;Lbr;2.275,00;3.500,00;50,00
KO-049;Karton Omega no. 69;ATK;-3,00;Lbr;2.275,00;3.500,00;50,00
KOP-001;Kop Surat HVS 70 gr F4/A4 1W;Cetakan;0,00;Rim;0,00;90.000,00;0,00
KOP-002;Kop Surat HVS 70 gr F4/A4 2W;Cetakan;0,00;Rim;0,00;110.000,00;0,00
KOP-003;Kop Surat HVS 70 gr F4/A4 3W;Cetakan;0,00;Rim;0,00;130.000,00;0,00
KOP-004;Kop Surat HVS 70 gr F4/A4 4W;Cetakan;0,00;Rim;0,00;150.000,00;0,00
KOP-005;Kop Surat HVS 80 gr F4/A4 1W;Cetakan;0,00;Rim;0,00;95.000,00;0,00
KOP-006;Kop Surat HVS 80 gr F4/A4 2W;Cetakan;0,00;Rim;0,00;115.000,00;0,00
KOP-007;Kop Surat HVS 80 gr F4/A4 3W;Cetakan;0,00;Rim;0,00;135.000,00;0,00
KOP-008;Kop Surat HVS 80 gr F4/A4 4W;Cetakan;0,00;Rim;0,00;155.000,00;0,00
KPR-001;Kapur Warna Sarjana;ATK;0,00;Box;7.583,00;10.500,00;10,00
KS-001;Kertas Stiker Glossy A4 135 DPrint;ATK;0,00;Pak;24.500,00;33.500,00;5,00
KS-002;Kertas Stiker Glossy A4 135 E-print;ATK;5,00;Pak;28.469,00;38.500,00;5,00
KT-001;Kertas Transfer Paper Dark A4 140 E-print;ATK;0,00;Pak;46.800,00;65.000,00;5,00
KT-002;Kertas Transfer Paper Light A4 150 E-print;ATK;4,00;Pak;29.250,00;40.000,00;5,00
KT-003;Kertas Transfer Paper A4 120 DPrint;ATK;-1,00;Pak;32.500,00;44.000,00;5,00
L-001;"Isolasi Lakban Hitam 1"" DM";ATK;146,00;Roll;7.059,00;10.000,00;20,00
L-002;"Isolasi Lakban Hitam 1"" JK";ATK;0,00;Roll;3.933,00;5.500,00;20,00
L-003;"Isolasi Lakban Hitam 1,5"" DM";ATK;70,00;Roll;10.588,00;14.500,00;20,00
L-004;"Isolasi Lakban Hitam 2"" Joyko";ATK;0,00;Roll;10.500,00;15.000,00;20,00
L-005;"Isolasi Lakban Hitam 2"" DM";ATK;124,00;Roll;14.118,00;19.500,00;20,00
L-006;"Isolasi Lakban Hitam 3"" DM";ATK;0,00;Roll;16.500,00;23.500,00;20,00
L-007;"Isolasi Lakban Hitam 2"" Kenko";ATK;0,00;Roll;11.000,00;15.000,00;20,00
L-008;"Isolasi Lakban Merah 2"" Fortis";ATK;0,00;Roll;6.250,00;8.500,00;20,00
L-009;"Isolasi Lakban Hijau 2"" Fortis";ATK;0,00;Roll;6.250,00;8.500,00;20,00
L-010;"Isolasi Lakban Merah 2"" DM";ATK;32,00;Roll;15.054,00;20.500,00;20,00
L-011;"Isolasi Lakban Kuning 2"" DM/EKATAPE";ATK;8,00;Roll;7.420,00;10.500,00;20,00
L-012;"Isolasi Lakban Hijau 2"" DM";ATK;4,00;Roll;9.250,00;15.500,00;20,00
L-013;"Isolasi Lakban Biru 2"" DM";ATK;57,00;Roll;14.768,00;20.000,00;20,00
L-014;Isolasi Bening 1/2''x36 panfix;ATK;30,00;Roll;7.500,00;10.500,00;10,00
LABEL-001;Label CD HVS Hologram;ATK;5,00;Pak;17.500,00;24.000,00;5,00
LABEL-002;Label Roll JK 1 Baris;ATK;74,00;Roll;1.850,00;2.500,00;30,00
LABEL-003;Label Roll JK 2 Baris;ATK;-20,00;Roll;2.750,00;4.000,00;30,00
LABEL-004;Label Roll JK kuning;ATK;-40,00;Roll;1.550,00;3.000,00;30,00
