Kode Item;Nama Item;Jenis;Merek;Rak;Tipe Item;Konversi;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3;Harga Level 4;Keterangan
O-003;Origami Tanggung 16x16;ATK;Origami Tanggung 16x16;;INV;1;Pak;13500;18500;20500;0;0;
ODNER-001;Odner Bantex Trendy 1446;ATK;Odner Bantex Trendy 1446;R17;INV;1;Bh;15000;20500;23000;0;0;
ODNER-002;Odner Bantex A4 1450 Biru Tua;ATK;Odner Bantex A4 1450 Biru Tua;R17;INV;1;Bh;27666;40500;45000;0;0;
ODNER-002;Odner Bantex A4 1450 Biru Tua;ATK;Odner Bantex A4 1450 Biru Tua;R17;INV;15;Pak;414990;547000;0;0;0;
ODNER-003;Odner Bantex A4 1450 Hitam;ATK;Odner Bantex A4 1450 Hitam;R17;INV;1;Bh;27666;37500;41500;0;0;
ODNER-003;Odner Bantex A4 1450 Hitam;ATK;Odner Bantex A4 1450 Hitam;R17;INV;15;Pak;414990;506500;0;0;0;
ODNER-004;Odner Bantex A4 1450 Putih;ATK;Odner Bantex A4 1450 Putih;R17;INV;1;Bh;27666;37500;41500;0;0;
ODNER-004;Odner Bantex A4 1450 Putih;ATK;Odner Bantex A4 1450 Putih;R17;INV;15;Pak;414990;506500;0;0;0;
ODNER-005;Odner Bantex A4 1450 Merah;ATK;Odner Bantex A4 1450 Merah;R17;INV;1;Bh;24000;37000;0;0;0;
ODNER-005;Odner Bantex A4 1450 Merah;ATK;Odner Bantex A4 1450 Merah;R17;INV;15;Pak;360000;452500;0;0;0;
ODNER-006;Odner Bantex A4 1450 kuning;ATK;Odner Bantex A4 1450 kuning;R17;INV;1;Bh;24000;33500;37000;0;0;
ODNER-006;Odner Bantex A4 1450 kuning;ATK;Odner Bantex A4 1450 kuning;R17;INV;15;Pak;360000;452500;0;0;0;
ODNER-007;Odner Bantex A4 1450 Hijau;ATK;Odner Bantex A4 1450 Hijau;R17;INV;1;Bh;24750;33500;37000;0;0;
ODNER-007;Odner Bantex A4 1450 Hijau;ATK;Odner Bantex A4 1450 Hijau;R17;INV;15;Pak;371250;452500;0;0;0;
ODNER-008;Odner Bantex A4 1450-64 Mango;ATK;Odner Bantex A4 1450-64 Mango;R17;INV;1;Bh;24000;33500;37000;0;0;
ODNER-008;Odner Bantex A4 1450-64 Mango;ATK;Odner Bantex A4 1450-64 Mango;R17;INV;15;Pak;360000;452500;0;0;0;
ODNER-009;Odner Bantex A5 1452 Merah / Htm;ATK;Odner Bantex A5 1452 Merah / Htm;R17;INV;1;Bh;25000;35500;40000;0;0;
ODNER-009;Odner Bantex A5 1452 Merah / Htm;ATK;Odner Bantex A5 1452 Merah / Htm;R17;INV;15;Pak;375000;479500;0;0;0;
ODNER-010;Odner Bantex Folio 1465 Biru Tua;ATK;Odner Bantex Folio 1465 Biru Tua;R17;INV;1;Bh;29700;40500;45000;0;0;
ODNER-010;Odner Bantex Folio 1465 Biru Tua;ATK;Odner Bantex Folio 1465 Biru Tua;R17;INV;15;Pak;445500;547000;0;0;0;
ODNER-011;Odner Bantex Folio 1465 Putih;ATK;Odner Bantex Folio 1465 Putih;R17;INV;1;Bh;28000;38000;42000;0;0;
ODNER-011;Odner Bantex Folio 1465 Putih;ATK;Odner Bantex Folio 1465 Putih;R17;INV;15;Pak;420000;513000;0;0;0;
ODNER-012;Odner Bantex Folio 1465 Kuning;ATK;Odner Bantex Folio 1465 Kuning;R17;INV;1;Bh;27333;37000;41000;0;0;
ODNER-012;Odner Bantex Folio 1465 Kuning;ATK;Odner Bantex Folio 1465 Kuning;R17;INV;15;Pak;409995;499500;0;0;0;
ODNER-013;Odner Bantex Folio 1465 Merah;ATK;Odner Bantex Folio 1465 Merah;R17;INV;1;Bh;26333;36000;40000;0;0;
ODNER-013;Odner Bantex Folio 1465 Merah;ATK;Odner Bantex Folio 1465 Merah;R17;INV;15;Pak;394995;486000;0;0;0;
ODNER-014;Odner Bantex Folio 1465 Hitam;ATK;Odner Bantex Folio 1465 Hitam;R17;INV;1;Bh;28000;38000;42000;0;0;
ODNER-014;Odner Bantex Folio 1465 Hitam;ATK;Odner Bantex Folio 1465 Hitam;R17;INV;15;Pak;420000;513000;0;0;0;
ODNER-015;Odner Bantex Folio 1465 Silver;ATK;Odner Bantex Folio 1465 Silver;R17;INV;1;Bh;24000;34000;37500;0;0;
ODNER-015;Odner Bantex Folio 1465 Silver;ATK;Odner Bantex Folio 1465 Silver;R17;INV;15;Pak;360000;459000;0;0;0;
ODNER-016;Odner Bantex Folio 1465 Hijau tua;ATK;Odner Bantex Folio 1465 Hijau tua;R17;INV;1;Bh;26500;36000;40000;0;0;
ODNER-016;Odner Bantex Folio 1465 Hijau tua;ATK;Odner Bantex Folio 1465 Hijau tua;R17;INV;15;Pak;397500;486000;0;0;0;
ODNER-017;Odner Bantex Folio 1465 Orange;ATK;Odner Bantex Folio 1465 Orange;R17;INV;1;Bh;24000;34000;37500;0;0;
ODNER-017;Odner Bantex Folio 1465 Orange;ATK;Odner Bantex Folio 1465 Orange;R17;INV;15;Pak;360000;459000;0;0;0;
ODNER-018;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;ATK;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;R17;INV;1;Bh;27500;37500;41500;0;0;
ODNER-018;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;ATK;Odner Bantex Folio 1466 Br, Kn, Hj, Mr;R17;INV;20;Pak;550000;675000;0;0;0;
ODNER-019;Odner Bantex A3 Lanscape 1468 Biru Tua;ATK;Odner Bantex A3 Lanscape 1468 Biru Tua;R17;INV;1;Bh;47777;65000;71500;0;0;
ODNER-019;Odner Bantex A3 Lanscape 1468 Biru Tua;ATK;Odner Bantex A3 Lanscape 1468 Biru Tua;R17;INV;9;Pak;429993;526500;0;0;0;
ODNER-020;Odner Bantex 1562 - 01 Map Komputer;ATK;Odner Bantex 1562 - 01 Map Komputer;R17;INV;1;Bh;26000;35500;39500;0;0;
ODNER-021;Odner Bantex 8512 - 07 Putih A4 2D 20mm;ATK;Odner Bantex 8512 - 07 Putih A4 2D 20mm;R17;INV;1;Bh;21500;29000;32000;0;0;
ODNER-022;Odner Bantex 8542 - 07 Putih A4 2D 40mm;ATK;Odner Bantex 8542 - 07 Putih A4 2D 40mm;R17;INV;1;Bh;27000;36500;40500;0;0;
ODNER-023;Odner Bantex 8552 - 07 Putih A4 2D 52mm;ATK;Odner Bantex 8552 - 07 Putih A4 2D 52mm;R17;INV;1;Bh;28500;38500;42500;0;0;
ODNER-023;Odner Bantex 8552 - 07 Putih A4 2D 52mm;ATK;Odner Bantex 8552 - 07 Putih A4 2D 52mm;R17;INV;15;Pak;427500;520000;0;0;0;
ODNER-024;Odner Bantex 8562 - 07 Putih A4 2D 65mm;ATK;Odner Bantex 8562 - 07 Putih A4 2D 65mm;R17;INV;1;Bh;45708;62000;68500;0;0;
ODNER-024;Odner Bantex 8562 - 07 Putih A4 2D 65mm;ATK;Odner Bantex 8562 - 07 Putih A4 2D 65mm;R17;INV;12;Pak;548496;670000;0;0;0;
ODNER-025;Odner Bantex 8642 - 07 Putih A4 3D 40mm;ATK;Odner Bantex 8642 - 07 Putih A4 3D 40mm;R17;INV;1;Bh;20000;27000;30000;0;0;
ODNER-026;Odner Bantex 8662 - 07 Putih A4 3D 65mm;ATK;Odner Bantex 8662 - 07 Putih A4 3D 65mm;R17;INV;1;Bh;50000;67500;74500;0;0;
ODNER-026;Odner Bantex 8662 - 07 Putih A4 3D 65mm;ATK;Odner Bantex 8662 - 07 Putih A4 3D 65mm;R17;INV;12;Pak;600000;729000;0;0;0;
ODNER-027;Odner Bantex 1311-07 Putih A4 3D 10cm;ATK;Odner Bantex 1311-07 Putih A4 3D 10cm;R17;INV;1;Bh;99167;134000;147500;0;0;
ODNER-027;Odner Bantex 1311-07 Putih A4 3D 10cm;ATK;Odner Bantex 1311-07 Putih A4 3D 10cm;R17;INV;15;Pak;1487505;1809000;0;0;0;
ODNER-028;Odner Bantex 4205 Biru Tua;ATK;Odner Bantex 4205 Biru Tua;R17;INV;1;Bh;8000;11000;12500;0;0;
ODNER-029;Odner Bantex 8216 Biru Tua;ATK;Odner Bantex 8216 Biru Tua;R17;INV;1;Bh;19333;26500;29500;0;0;
ODNER-030;Odner Bindex Folio 717 Hitam;ATK;Odner Bindex Folio 717 Htm / Br;R16;INV;1;Bh;20833;28500;31500;0;0;
ODNER-030;Odner Bindex Folio 717 Hitam;ATK;Odner Bindex Folio 717 Htm / Br;R16;INV;12;Pak;249996;308000;0;0;0;
ODNER-031;Odner Bindex A4 737 Htm / Br;ATK;Odner Bindex A4 737 Htm / Br;R16;INV;1;Bh;24000;32500;36000;0;0;
ODNER-031;Odner Bindex A4 737 Htm / Br;ATK;Odner Bindex A4 737 Htm / Br;R16;INV;12;Pak;288000;351000;0;0;0;
ODNER-032;Odner Goby 8401 Folio;ATK;Odner Goby 8401 Folio;R17;INV;1;Bh;12541;17000;19000;0;0;
ODNER-032;Odner Goby 8401 Folio;ATK;Odner Goby 8401 Folio;R17;INV;12;Pak;150492;184000;0;0;0;
ODNER-033;Odner Goby 8402 Folio;ATK;Odner Goby 8402 Folio;R17;INV;1;Bh;12541;17000;19000;0;0;
ODNER-033;Odner Goby 8402 Folio;ATK;Odner Goby 8402 Folio;R17;INV;12;Pak;150492;184000;0;0;0;
ODNER-034;Odner Goby 8403 1/2 Folio;ATK;Odner Goby 8403 1/2 Folio;R17;INV;1;Bh;12541;17000;19000;0;0;
ODNER-034;Odner Goby 8403 1/2 Folio;ATK;Odner Goby 8403 1/2 Folio;R17;INV;12;Pak;150492;184000;0;0;0;
ODNER-035;Odner Gema 1/2 Folio 803;ATK;Odner Gema 1/2 Folio 803;R17;INV;1;Bh;14375;19500;21500;0;0;
ODNER-035;Odner Gema 1/2 Folio 803;ATK;Odner Gema 1/2 Folio 803;R17;INV;12;Pak;172500;211000;0;0;0;
ODNER-036;Odner GEMA F4;ATK;Odner Gema Folio 801;R17;INV;1;Bh;14375;19500;21500;0;0;
ODNER-036;Odner GEMA F4;ATK;Odner Gema Folio 801;R17;INV;12;Pak;172500;211000;0;0;0;
ODNER-037;Odner Gema A4;ATK;Odner Gema A4;R17;INV;1;Bh;15000;20500;23000;0;0;
ODNER-037;Odner Gema A4;ATK;Odner Gema A4;R17;INV;12;Pak;180000;221500;0;0;0;
ODNER-038;Odner Gung Yu 401 Folio;ATK;Odner Gung Yu 401 Folio;R17;INV;1;Bh;19583;26500;29500;0;0;
ODNER-038;Odner Gung Yu 401 Folio;ATK;Odner Gung Yu 401 Folio;R17;INV;12;Pak;234996;286500;0;0;0;
ODNER-039;Odner Gung Yu 402 1/2 Folio;ATK;Odner Gung Yu 402 1/2 Folio;R17;INV;1;Bh;18333;25000;27500;0;0;
ODNER-039;Odner Gung Yu 402 1/2 Folio;ATK;Odner Gung Yu 402 1/2 Folio;R17;INV;12;Pak;220000;270000;0;0;0;
ODNER-040;Odner Gung Yu 403;ATK;Odner Gung Yu 403;R17;INV;1;Bh;18333;25000;27500;0;0;
ODNER-040;Odner Gung Yu 403;ATK;Odner Gung Yu 403;R17;INV;12;Pak;219996;270000;0;0;0;
ODNER-041;Odner Santex Trendy A5 70 mm Hitam;ATK;Odner Santex Trendy A5 70 mm Hitam;R17;INV;1;Bh;9000;12500;14000;0;0;
ODNER-041;Odner Santex Trendy A5 70 mm Hitam;ATK;Odner Santex Trendy A5 70 mm Hitam;R17;INV;12;Pak;108000;135000;0;0;0;
ODNER-042;Odner Bantex Folio 1465 Ungu (lilac);ATK;;R17;INV;1;Bh;28000;38000;42000;0;0;
ODNER-042;Odner Bantex Folio 1465 Ungu (lilac);ATK;;R17;INV;15;PAK;420000;513000;0;0;0;
ODNER-043;Odner Bindex F4 727 5cm Ht/Br;ATK;;;INV;1;Pcs;19583;27000;30000;0;0;
ODNER-043;Odner Bindex F4 727 5cm Ht/Br;ATK;;;INV;12;Pak;234996;292000;0;0;0;
ODNER-044;Odner Bindex 777 1/2F4;ATK;;;INV;1;Pcs;20625;27000;30000;0;0;
ODNER-044;Odner Bindex 777 1/2F4;ATK;;;INV;12;Pak;247500;292000;0;0;0;
ODNER-045;Odner Bantex Folio 1465 Lemon;ATK;Odner Bantex Folio 1465 Lemon;;INV;1;Bh;27500;37500;41500;0;0;
ODNER-045;Odner Bantex Folio 1465 Lemon;ATK;Odner Bantex Folio 1465 Lemon;;INV;15;Dus;412500;506500;0;0;0;
ODNER-046;Odner GEMA 727 F4 Small;ATK;;;INV;1;Bh;14375;19500;21500;0;0;
ODNER-046;Odner GEMA 727 F4 Small;ATK;;;INV;12;Pak;172500;211000;0;0;0;
ODNER-047;Odner Bantex A3 Potrait 1467  Biru Tua;ATK;Odner Bantex A3 Potrait 1467  Biru Tua;;INV;1;Bh;53333;72000;79500;0;0;
ODNER-047;Odner Bantex A3 Potrait 1467  Biru Tua;ATK;Odner Bantex A3 Potrait 1467  Biru Tua;;INV;12;Pak;640000;778000;0;0;0;
ODNER-048;Odner Bantex A3 Potrait 1467  Hitam;ATK;Odner Bantex A3 Potrait 1467  Hitam;;INV;1;Bh;53333;72000;79500;0;0;
ODNER-048;Odner Bantex A3 Potrait 1467  Hitam;ATK;Odner Bantex A3 Potrait 1467  Hitam;;INV;12;Pak;640000;778000;0;0;0;
ODNER-049;Odner Bantex F4 1465 Abu;ATK;Odner Bantex F4 1465 Abu;;INV;1;Bh;27333;37000;41000;0;0;
ODNER-049;Odner Bantex F4 1465 Abu;ATK;Odner Bantex F4 1465 Abu;;INV;15;Pak;41000;0;0;0;0;
ODNER-050;Odner Bantex 8563 - 07  Putih F4 2D 65mm;ATK;Odner Bantex 8563 -  Putih F4 2D 65mm;;INV;1;Bh;40667;69000;76000;0;0;
ODNER-050;Odner Bantex 8563 - 07  Putih F4 2D 65mm;ATK;Odner Bantex 8563 -  Putih F4 2D 65mm;;INV;12;Pak;488000;745500;0;0;0;
ODNER-051;Odner Bindex Folio 717 Biru;ATK;Odner Bindex Folio 717 Htm / Br;;INV;1;Bh;20833;28500;31500;0;0;
ODNER-051;Odner Bindex Folio 717 Biru;ATK;Odner Bindex Folio 717 Htm / Br;;INV;12;Pak;249996;308000;0;0;0;
OFSET-001;New Eco 529 Black;Tinta Printing;New Eco 529 Black;R2;INV;1;Kg;100978;136500;150500;0;0;
OFSET-002;New Eco Reflex Blue X;Tinta Printing;New Eco Reflex Blue X;R2;INV;1;Kg;176982;239000;263000;0;0;
OFSET-003;New Eco 700 White;Tinta Printing;New Eco 700 White;R2;INV;1;1.5 Kg;138748;187500;0;0;0;
OFSET-004;New Eco 015 Medium Yellow;Tinta Printing;New Eco 015 Medium Yellow;R2;INV;1;Kg;134418;181500;200000;0;0;
OFSET-005;New Eco 416 Green;Tinta Printing;New Eco 416 Green;R2;INV;1;Kg;125994;170500;188000;0;0;
OFSET-006;New Eco 530 Black;Tinta Printing;New Eco 530 Black;R2;INV;1;Kg;114150;154500;170000;0;0;
OFSET-007;New Eco 135 Red;Tinta Printing;New Eco 135 Red;R2;INV;1;Kg;109925;148500;163500;0;0;
OFSET-008;New Eco 115 Bronze Red;Tinta Printing;New Eco 115 Bronze Red;R2;INV;1;Kg;120000;162000;178500;0;0;
OFSET-009;Best One Emblem Process Black;Tinta Printing;Best One Emblem Process Black;R2;INV;1;Kg;98421;133000;146500;0;0;
OFSET-010;Best One Emblem Process Cyan;Tinta Printing;Best One Emblem Process Cyan;R2;INV;1;Kg;115768;156500;172500;0;0;
OFSET-011;Best One Emblem Process Magenta;Tinta Printing;Best One Emblem Process Magenta;R2;INV;1;Kg;128810;174000;191500;0;0;
OFSET-012;Best One Emblem Process Yellow;Tinta Printing;Best One Emblem Process Yellow;R2;INV;1;Kg;120322;162500;178750;0;0;
OFSET-013;New Cahaya Black;Tinta Printing;New Cahaya Black;R2;INV;1;Kg;73000;100000;110000;0;0;
OFSET-014;New Cahaya Cyan;Tinta Printing;New Cahaya Cyan;R2;INV;1;Kg;87000;117500;129500;0;0;
OFSET-015;New Cahaya Yellow;Tinta Printing;New Cahaya yellow;R2;INV;1;Kg;80000;108000;119000;0;0;
OFSET-016;New Cahaya Magenta;Tinta Printing;New Cahaya Magenta;R2;INV;1;Kg;84000;113500;125000;0;0;
OFSET-017;Spray Powder Micron;Tinta Printing;Spray Powder Micron;R2;INV;1;Kg;67000;90500;100000;0;0;
OFSET-018;Sponge Viscovita;Tinta Printing;Sponge Viscovita;R2;INV;1;Pcs;35000;32500;36000;0;0;
OFSET-019;Etching Solution NH3;Tinta Printing;Etching Solution NH3;R2;INV;1;Botol;40000;54000;59500;0;0;
OFSET-020;Corrector Positive;Tinta Printing;Corrector Positive;R2;INV;1;Pot;45000;61000;67500;0;0;
OFSET-021;Fountain Solution Hijau;Tinta Printing;Fountain Solution Hijau;R6;INV;1;Galon;30000;40500;45000;0;0;
OFSET-022;Ultra Plat Cleaner ( PDK );Tinta Printing;Ultra Plat Cleaner ( PDK );R2;INV;1;Botol;40000;54000;59500;0;0;
OFSET-023;Varnish;Tinta Printing;Varnish;R2;INV;1;Botol;60500;82000;90500;0;0;
OFSET-024;Gum Solution @ 4 Liter;Tinta Printing;Gum Solution @ 4 Liter;R6;INV;1;Galon;39500;60000;66000;0;0;
OFSET-025;Blanket Folio;Tinta Printing;Blanket Folio;R22;INV;1;Buah;74976;102000;112500;0;0;
OFSET-026;Sparegum Goldchem;Tinta Printing;Sparegum Goldchem;R2;INV;1;Kaleng;40000;54000;59500;0;0;
OFSET-027;RWA-Grade/20 liter;Tinta Printing;RWA-Grade/20 liter;R8;INV;1;Liter;28500;26000;29000;0;0;
OFSET-028;Cutting Stick  DQ 201 Hijau;Tinta Printing;Cutting Stick  DQ 201 Hijau;R22;INV;1;Pcs;126000;170000;188000;0;0;
OFSET-029;New Mol 550 X 50 - 40;Tinta Printing;New Mol 550 X 50 - 40;R22;INV;1;Pcs;212500;287000;316000;0;0;
OFSET-030;New Mol 800 x 60 - 45;Tinta Printing;New Mol 800 x 60 - 45;R22;INV;1;Pcs;203000;274500;302000;0;0;
OFSET-031;TC 6208 Gold;Tinta Printing;TC 6208 Gold;R2;INV;1;Kg;395883;534500;588000;0;0;
OFSET-032;Toyo Ink Black;Tinta Printing;Toyo Ink Black;R2;INV;1;Kg;222540;300500;331000;0;0;
OFSET-033;Toyo Ink Magenta;Tinta Printing;Toyo Ink Magenta;R2;INV;1;Kg;242120;327000;360000;0;0;
OFSET-034;Toyo Ink Cyan;Tinta Printing;Toyo Ink Cyan;R2;INV;1;Kg;251444;340000;374000;0;0;
OFSET-035;Toyo Ink Yellow;Tinta Printing;Toyo Ink Yellow;R2;INV;1;Kg;259000;350000;385000;0;0;
OFSET-036;Pastapur;Tinta Printing;Pastapur;R2;INV;1;Kg;355000;479500;527500;0;0;
OFSET-037;Tinta BO Nexus Z Process Black;Tinta Printing;;;INV;1;Kaleng;104107;141000;155000;0;0;
OFSET-038;Tinta BO Nexus Z Process Yellow;Tinta Printing;;;INV;1;Kaleng;112399;152000;167500;0;0;
OFSET-039;Tinta BO Nexus Z Process Cyan;Tinta Printing;;;INV;1;Kaleng;122257;165500;182500;0;0;
OFSET-040;Tinta BO Nexus Z Process Magenta;Tinta Printing;;;INV;1;Kaleng;117374;158500;174500;0;0;
OFSET-041;ALKOHOL MURNI;Tinta Printing;;;INV;1;Liter;35500;40500;0;0;0;
OFSET-042;Crystal INK HD-Black;Tinta;Crystal INK HD-Black;;INV;1;Kg;100500;136000;0;0;0;
OFSET-043;Crystal INK HD-Cyan;Tinta;Crystal INK HD-Cyan;;INV;1;Kg;113000;153000;0;0;0;
OFSET-044;Crystal INK HD-Magenta;Tinta;Crystal INK HD-Magenta;;INV;1;Kg;110750;150000;0;0;0;
OFSET-045;Crystal INK HD-Yellow;Tinta;Crystal INK HD-Yellow;;INV;1;Kg;107500;145500;0;0;0;
OFSET-046;TC 5400 Black;Tinta;TC-5400 Black;;INV;1;Kg;395883;534500;0;0;0;
OFSET-047;TC 1105 Bronze RED;Tinta;TC 1105 Bronze RED;;INV;1;Kg;395883;534500;0;0;0;
OFSET-048;TC 4105 CF Green;Tinta;TC 4105 CF Green;;INV;1;Kg;395883;534500;0;0;0;
OFSET-049;TC 3005 Reflex Blue;Tinta;TC 3005 Reflex Blue;;INV;1;Kg;395883;534500;0;0;0;
OFSET-050;TC 7000 White;Tinta;TC 7000 White;;INV;1;1.5 Kg;395883;534500;0;0;0;
OFSET-051;Developer @5 Liter;.;DEVELOPER;;INV;1;Derigen;92500;0;0;0;0;
OFSET-052;INKRedible Black;Tinta;INKRedible Black;;INV;1;Kaleng;182040;0;0;0;0;
OFSET-053;INKRedible Cyan;.;INKRedible Cyan;;INV;1;Kaleng;204240;0;0;0;0;
OFSET-054;INKRedible Magenta;.;INKRedible Magenta;;INV;1;Kaleng;195360;0;0;0;0;
OFSET-055;INKRedible Yellow;.;INKRedible Yellow;;INV;1;Kaleng;182040;0;0;0;0;
OFSET-056;TB Black 5400;Tinta;TB Black 5400;;INV;1;KG;123999;0;0;0;0;
OFSET-057;TB TC 1405 UC RED;Tinta;TB TC 1405 UC RED;;INV;1;KG;117117;0;0;0;0;
OFSET-058;TB TC 0105 MEDIUM YELLOW;Tinta;TB TC 0105 MEDIUM YELLOW;;INV;1;KG;141499;0;0;0;0;
OFSET-059;TB REFLEX BLUE;Tinta;TB REFLEX BLUE;;INV;1;KG;154499;0;0;0;0;
OFSET-060;TB TC 4003 GREEN;Tinta;TB TC 4003 GREEN;;INV;1;KG;127027;0;0;0;0;
OFSET-061;TB WHITE;Tinta;TB WHITE ;;INV;1;KG;147999;0;0;0;0;
OP-001;ONGKOS POTONG MINIM;ATK;;;SRV;1;KG;0;0;0;0;0;
OP-002;Ongkos Potong Per KG;ATK;;;SRV;1;KG;0;0;0;0;0;
OS-001;Ongkos Seeting;ATK;;;SRV;1;set;0;0;0;0;0;
PCF-001;Plastik Bantex Cp Safe F4 2044/8044;ATK;Plastik Bantex Cp Safe F4 2044;R10;INV;1;Pak;134000;181000;200000;0;0;
PCF-002;Plastik Bantex Cp Safe A4 2035;ATK;Plastik Bantex Cp Safe A4 2035;R10;INV;1;Pak;108250;146500;161500;0;0;
PCF-003;Plastik Bantex Cp Safe A4 2040/8040;ATK;Plastik Bantex Cp Safe A4 2040;R10;INV;1;Pak;95000;128500;141500;0;0;
PCF-004;Plastik Bantex Cp Safe A3 2036 Potrait;ATK;Plastik Bantex Cp Safe A3 2036 Potrait;R10;INV;1;Pak;30000;108000;119000;0;0;
PCF-005;Plastik Bantex Cp Safe A3 2037 Lnscpe;ATK;Plastik Bantex Cp Safe A3 2037 Lnscpe;R10;INV;1;Pak;132000;178500;196500;0;0;
PCF-006;Plastik Bambi  Cp Safe F4 5221;ATK;Plastik Bambi  Cp Safe F4 5221;R10;INV;1;Set;23000;31500;35000;0;0;
PCF-006;Plastik Bambi  Cp Safe F4 5221;ATK;Plastik Bambi  Cp Safe F4 5221;R10;INV;10;Pak;230000;283500;0;0;0;
PCF-007;Plastik Copy Safe F4 Intex;ATK;;R10;INV;1;set;10000;18000;20000;0;0;
PCF-008;Plastik Bantex Cp Safe A4 2040;ATK;Plastik Bantex Cp Safe A4 2040 set;;INV;1;Set;18000;24500;27000;0;0;
PCF-008;Plastik Bantex Cp Safe A4 2040;ATK;Plastik Bantex Cp Safe A4 2040 set;;INV;5;Pak;90000;110500;0;0;0;
PCF-009;Plastik Bantex Cp Safe F4 8843;ATK;Plastik Bantex Cp Safe F4 8843;;INV;1;Pak;110000;148500;163500;0;0;
PCF-010;Plastik Bambi  Cp Safe A4 5220;ATK;Plastik Bambi  Cp Safe A4 5220;;INV;1;Set;19000;26000;29000;0;0;
PCF-010;Plastik Bambi  Cp Safe A4 5220;ATK;Plastik Bambi  Cp Safe A4 5220;;INV;10;Pak;190000;234000;0;0;0;
PCF-011;Plastik Bantex Cp Safe A4 8035;ATK;Plastik Bantex Cp Safe A4 8035;;INV;1;Pak;114000;154000;169500;0;0;
PEMBATAS-001;Pembatas Abjad Bambi 2605;ATK;Pembatas Abjad Bambi 2605;R10;INV;1;Bks;5750;8000;9000;0;0;
PEMBATAS-002;Pembatas Abjad Bambi 2610;ATK;Pembatas Abjad Bambi 2610;R10;INV;1;Bks;20000;27000;30000;0;0;
PEMBATAS-003;Pembatas Abjad Bambi 2710;ATK;Pembatas Abjad Bambi 2710;R10;INV;1;Bks;15325;21000;23500;0;0;
PEMBATAS-004;Pembatas Abjad Bantex 6050;ATK;Pembatas Abjad Bantex 6050;R10;INV;1;Bks;10500;14500;16000;0;0;
PEMBATAS-005;Pembatas Besi 07 LION;ATK;Pembatas Besi 07 LION;R2;INV;1;set;22083;30000;33000;0;0;
PEMBATAS-005;Pembatas Besi 07 LION;ATK;Pembatas Besi 07 LION;R2;INV;12;PAK;264996;324000;0;0;0;
PEMBATAS-006;Pembatas Bantex 6052 angka (1-31);ATK;;;INV;1;Bks;28750;39000;53000;0;0;
PEMBATAS-007;Pembatas Bantex 6051 angka (1-12);ATK;;;INV;1;Bks;11360;15500;17500;0;0;
PEMBATAS-008;Pembatas Bantex 6043 Abjad (A-Z);ATK;;;INV;1;Bks;19000;26000;0;0;0;
PEMBOLONG-001;Pembolong No 30 Joyko / Kenko;ATK;Pembolong No 30 Joyko / Kenko;R10;INV;1;Bh;11500;17000;19000;0;0;
PEMBOLONG-002;Pembolong No 40 Joyko / Kenko;ATK;Pembolong No 40 Joyko / Kenko;R10;INV;1;Bh;19853;27000;30000;0;0;
PEMBOLONG-003;Pembolong No 85 Joyko / Kenko;ATK;Pembolong No 85 Joyko / Kenko;R10;INV;1;Bh;38000;51500;57000;0;0;
PEMBOLONG-004;Pembolong 3 Lubang 999 Kwtrio;ATK;Pembolong 3 Lubang 999 Kwtrio;R10;INV;1;Bh;50500;67500;74500;0;0;
PEMBOLONG-005;Pembolong No 85 XL Kenko;ATK;;;INV;1;Bh;51650;70000;77000;0;0;
PEMOTONG-001;Pemotong kertas V-TECH Folio;ATK;Pemotong kertas V-TECH Folio;R2;INV;1;Bh;155000;210000;231000;0;0;
PEMOTONG-002;Pemotong kertas V-TECH A3;ATK;Pemotong kertas V-TECH A3;R;INV;1;Bh;205000;277000;305000;0;0;
PENGGARIS-001;Penggaris Kayu 1 Meter;ATK;Penggaris Kayu 1 Meter;R12;INV;1;Bh;10000;13500;15000;0;0;
PENGGARIS-002;Penggaris Kayu Segitiga;ATK;Penggaris Kayu Segitiga;R12;INV;1;Bh;7750;10500;12000;0;0;
PENGGARIS-003;Penggaris Segi3 No 12 Buttfly;ATK;Penggaris Segi3 No 12 Buttfly;R15;INV;1;Bh;11000;15000;16500;0;0;
PENGGARIS-004;Penggaris Segi3 No 10 Buttfly;ATK;Penggaris Segi3 No 10 Buttfly;R15;INV;1;Bh;9000;12500;14000;0;0;
PENGGARIS-005;Penggaris Segi3 No 8 Buttfly;ATK;Penggaris Segi3 No 8 Buttfly;R15;INV;1;Bh;6666;9000;10000;0;0;
PENGGARIS-006;Penggaris Besi 15 cm Joyko / Kenko;ATK;Penggaris Besi 15 cm Joyko / Kenko;R15;INV;1;Bh;1667;3000;3500;0;0;
PENGGARIS-006;Penggaris Besi 15 cm Joyko / Kenko;ATK;Penggaris Besi 15 cm Joyko / Kenko;R15;INV;12;Pak;20004;32500;0;0;0;
PENGGARIS-007;Penggaris Besi 30 cm joyko / Kenko;ATK;Penggaris Besi 30 cm joyko / Kenko;R15;INV;1;Bh;5416;8500;9500;0;0;
PENGGARIS-007;Penggaris Besi 30 cm joyko / Kenko;ATK;Penggaris Besi 30 cm joyko / Kenko;R15;INV;12;Pak;64992;92000;0;0;0;
